0., 0., 0., 0., 0., 1.791759469228055, 1.791759469228055, 0., 0., 0., 0.,   0., 0., 0., 0., 1.791759469228055, 0., 0., 0., 0., 0.
0., 0., 0., 0., 0., 1.791759469228055, 0., 1.791759469228055,   1.791759469228055, 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.
0., 0., 1.5040773967762742, 0., 0., 0., 0., 0., 0., 0., 1.5040773967762742,   1.5040773967762742, 0., 0., 0., 0., 1.5040773967762742, 0.,   1.5040773967762742, 1.5040773967762742, 0.
0., 0., 1.4350845252893227, 0., 0., 0., 0., 0., 0., 0., 1.4350845252893227,   1.4350845252893227, 0., 0., 0., 0., 1.4350845252893227, 0., 0., 0.,   1.4350845252893227
0., 0., 1.791759469228055, 0., 1.791759469228055, 0., 1.791759469228055,   0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.
0., 0., 2.1972245773362196, 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,   0., 2.1972245773362196, 0., 0., 0., 2.1972245773362196
0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 2.1972245773362196,   2.1972245773362196, 0., 0., 0., 0., 0., 0., 0., 0., 0.
0., 0.6931471805599453, 0., 0.6931471805599453, 0., 0., 0.,   0.6931471805599453, 0., 0.6931471805599453, 0.6931471805599453,   0.6931471805599453, 0.6931471805599453, 0.6931471805599453,   0.6931471805599453, 0., 0., 0., 0., 0., 0.
0.49247648509779424, 0.49247648509779424, 0., 0.49247648509779424, 0., 0.,   0., 0.49247648509779424, 0., 0.49247648509779424, 0.49247648509779424,   0.49247648509779424, 0.49247648509779424, 0.49247648509779424,   0.49247648509779424, 0., 0., 0.49247648509779424, 0.49247648509779424, 0.,   0.49247648509779424
0., 0., 2.1972245773362196, 0., 0., 0.,   2.1972245773362196, 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,   0.
0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,   2.1972245773362196, 2.1972245773362196, 0., 0., 0., 0.
0., 0., 0., 0., 2.1972245773362196, 2.1972245773362196, 0., 0., 0., 0., 0.,   0., 0., 0., 0., 0., 0., 0., 0., 0., 0.
0., 0., 0., 0., 0., 0., 0.,   2.1972245773362196, 0., 0., 0., 0., 0., 2.1972245773362196, 0., 0., 0., 0.,   0., 0., 0.
0., 0., 0., 0., 0., 0., 0., 0., 2.1972245773362196, 0., 0.,   0., 2.1972245773362196, 0., 0., 0., 0., 0., 0., 0., 0.
0., 0., 0., 0., 0., 0., 0., 1.791759469228055, 0., 1.791759469228055, 0.,   0., 0., 0., 0., 0., 0., 1.791759469228055, 0., 0., 0.
0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 2.1972245773362196,   2.1972245773362196, 0., 0., 0., 0., 0., 0., 0., 0., 0.
0., 0., 0., 2.1972245773362196, 0., 0., 0., 0., 0., 0., 0., 0.,   2.1972245773362196, 0., 0., 0., 0., 0., 0., 0., 0.
0., 0., 0., 0., 0., 1.791759469228055, 1.791759469228055, 0., 0., 0., 0.,   0., 0., 0., 0., 1.791759469228055, 0., 0., 0., 0., 0.
0., 0., 0., 0., 0., 1.791759469228055, 0., 1.791759469228055,   1.791759469228055, 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.
0., 0., 1.5040773967762742, 0., 0., 0., 0., 0., 0., 0., 1.5040773967762742,   1.5040773967762742, 0., 0., 0., 0., 1.5040773967762742, 0.,   1.5040773967762742, 1.5040773967762742, 0.
0., 0., 1.4350845252893227, 0., 0., 0., 0., 0., 0., 0., 1.4350845252893227,   1.4350845252893227, 0., 0., 0., 0., 1.4350845252893227, 0., 0., 0.,   1.4350845252893227
